2.684207125103951874e+00,3.266073147643878682e-01
2.715390615634133642e+00,-1.695568475560266242e-01
2.889819539617919375e+00,-1.373456096050278408e-01
2.746437197308737588e+00,-3.111243157519917313e-01
2.728592981831317932e+00,3.339245635684548463e-01
2.279897361009600054e+00,7.477827132251335662e-01
2.820890682180633213e+00,-8.210451102468069307e-02
2.626481993323822373e+00,1.704053489602898597e-01
2.887958565335637218e+00,-5.707980263315914904e-01
2.673844686719124120e+00,-1.066917037527386480e-01
2.506526789338906269e+00,6.519350136725716727e-01
2.613142718271059373e+00,2.152063196025832958e-02
2.787433975997100966e+00,-2.277401888711065303e-01
3.225200446274983257e+00,-5.032799094854257804e-01
2.643543216941149243e+00,1.186194899413448578e+00
2.383869323799378659e+00,1.344754344559862425e+00
2.622526203125811861e+00,8.180896745965948735e-01
2.648322732479130082e+00,3.191366677508843952e-01
2.199077961430765615e+00,8.792440880917360424e-01
2.587346188917741152e+00,5.204736388059681973e-01
2.310531701313136121e+00,3.978678215888915570e-01
2.543234907303698389e+00,4.400317546598152552e-01
3.215857694900108754e+00,1.416155716255837471e-01
2.303128537663885034e+00,1.055226784299817810e-01
2.356171086683900739e+00,-3.120958906833759539e-02
2.507917226837883096e+00,-1.390563399131744537e-01
2.469055997545125614e+00,1.378873145904175312e-01
2.562390946836753614e+00,3.746845627501059206e-01
2.639821268376585373e+00,3.192900659603213898e-01
2.632847908030760742e+00,-1.900758306336238213e-01
2.588462051303394684e+00,-1.973930794376908271e-01
2.410077337121598440e+00,4.180800082476152091e-01
2.647636673396903895e+00,8.199826325595077625e-01
2.597159477075922318e+00,1.100021928007268723e+00
2.673844686719124120e+00,-1.066917037527386480e-01
2.866999846932536844e+00,7.719309572358645788e-02
2.625228464680424700e+00,6.068000084215855461e-01
2.673844686719124120e+00,-1.066917037527386480e-01
2.981842664853911362e+00,-4.802500488560764169e-01
2.590323025585677286e+00,2.360593372888726837e-01
2.770138910746327454e+00,2.710594197651668980e-01
2.852211081566395023e+00,-9.328653674695457365e-01
2.998296442832354192e+00,-3.343075745907767571e-01
2.405514101284704331e+00,1.959172576960604428e-01
2.208832954176708885e+00,4.426960304210035280e-01
2.715665190747457380e+00,-2.426814828981135042e-01
2.537573371013510215e+00,5.103675454766063435e-01
2.840321296827011732e+00,-2.205763382764765468e-01
2.542685757077051800e+00,5.862810253439882935e-01
2.703912314863653243e+00,1.150108521705053843e-01
-1.284794587845068170e+00,6.854391861329190982e-01
-9.324107529829145369e-01,3.191980898336482797e-01
-1.464061322779072194e+00,5.041898329724522343e-01
-1.809672063476959747e-01,-8.256039435761137746e-01
-1.087134487206997679e+00,7.539038928876651280e-02
-6.404367495231425567e-01,-4.173234829700254167e-01
-1.095223709938475398e+00,2.838912109384802429e-01
7.514671406482295035e-01,-1.001107512974394265e+00
-1.043297780706277766e+00,2.289569087770061406e-01
1.019007072785606260e-02,-7.205748667019016285e-01
5.110861958950930761e-01,-1.262491953862141081e+00
-5.110980606834745199e-01,-1.022841050459706025e-01
-2.623357561531774462e-01,-5.478932980253377050e-01
-9.840445451694278534e-01,-1.243604202222779731e-01
1.748640019656990674e-01,-2.518155710801711078e-01
-9.275729420326966901e-01,4.682362050431161937e-01
-6.595927890561975593e-01,-3.519762910603160821e-01
-2.345405862598326230e-01,-3.319218293621203353e-01
-9.423617073988392878e-01,-5.418222581500156121e-01
-4.324640032870185474e-02,-5.814894466123590178e-01
-1.116240723753812780e+00,-8.421401387837323949e-02
-3.567865678304582566e-01,-6.682382794136701443e-02
-1.296468850285531049e+00,-3.275615197949449664e-01
-9.205026489090062380e-01,-1.823903633279208014e-01
-7.140082136428301807e-01,1.503791531484364175e-01
-8.996408632837730179e-01,3.296109795818830124e-01
-1.331041418854716607e+00,2.446695206022883318e-01
-1.557396272070699306e+00,2.673925848127639560e-01
-8.124555489979990996e-01,-1.623315748786335611e-01
3.073347556634071776e-01,-3.650866127661611116e-01
7.034288894927434588e-02,-7.025379317307263172e-01
1.918844921031484518e-01,-6.774905443743576283e-01
-1.349949504513703880e-01,-3.117096427033966832e-01
-1.378736982775579989e+00,-4.212051382146282386e-01
-5.872748535799079406e-01,-4.832842677174817303e-01
-8.072054966767133743e-01,1.950539637711117824e-01
-1.220428966244676561e+00,4.080353370010167402e-01
-8.128677903690670892e-01,-3.706789983189110460e-01
-2.451951616903429998e-01,-2.667280356618477732e-01
-1.645134283692530341e-01,-6.796614693108141703e-01
-4.630309888714213562e-01,-6.695265465361222024e-01
-8.901604456511531538e-01,-3.381244274676269146e-02
-2.288790499696447545e-01,-4.022576201789118677e-01
7.070812839208632239e-01,-1.008424761778461409e+00
-3.555330391870606399e-01,-5.032184874026623955e-01
-3.311269473327197455e-01,-2.111801406626263033e-01
-3.752382289467628418e-01,-2.916220248087796341e-01
-6.416902781665401179e-01,1.907117649127025583e-02
9.084633331234979181e-01,-7.515687251694863624e-01
-2.978079074069310828e-01,-3.470165215985640539e-01
-2.531726980439555241e+00,-1.184223664030022161e-02
-1.414072225173754749e+00,-5.749250559123049165e-01
-2.616484608284040725e+00,3.419352869872939182e-01
-1.970814945906478988e+00,-1.811256947049135479e-01
-2.349757983950939266e+00,-4.188254965484211612e-02
-3.396879920678134379e+00,5.471680462301519166e-01
-5.193832450849336091e-01,-1.191351689050652585e+00
-2.932005096991297854e+00,3.523770061808595422e-01
-2.319672793874050676e+00,-2.455481706069108649e-01
-2.918134233644248621e+00,7.803806293720315646e-01
-1.661934947019483744e+00,2.420384010375218331e-01
-1.802340452660730286e+00,-2.161546066265370714e-01
-2.165378862953394545e+00,2.152802833730062815e-01
-1.344594217509821776e+00,-7.764154251768256021e-01
-1.585267299308641187e+00,-5.393070538471728126e-01
-1.904743578213909050e+00,1.188189909826978530e-01
-1.949248781864494795e+00,4.073025942776777042e-02
-3.488765379656382670e+00,1.171544544263564358e+00
-3.794686861209967343e+00,2.532655709725332160e-01
-1.298329824567813207e+00,-7.610139365215083940e-01
-2.428167259020845403e+00,3.767819712541516930e-01
-1.198097372274959715e+00,-6.055789617645945810e-01
-3.499265484298954121e+00,4.567734669640737266e-01
-1.387668250181552931e+00,-2.040309865701557535e-01
-2.275853649305691118e+00,3.333865257566419604e-01
-2.614193830698330778e+00,5.583669502788222161e-01
-1.257625182925133478e+00,-1.791369974232235873e-01
-1.290669647737598513e+00,-1.164252518293727306e-01
-2.122853980508310201e+00,-2.108548845494904733e-01
-2.387564402369024563e+00,4.625192507262602115e-01
-2.840960925285380689e+00,3.727425910490202443e-01
-3.232342898295871070e+00,1.370524035976333543e+00
-2.158738373133131994e+00,-2.183255315629939464e-01
-1.443102604375971820e+00,-1.438012890827262691e-01
-1.779640106898566998e+00,-5.014647947060150157e-01
-3.076521621020658515e+00,6.857644422460550393e-01
-2.144986856709301115e+00,1.389066088773143748e-01
-1.904862925137128515e+00,4.804750823183478320e-02
-1.168853469470400475e+00,-1.645024998150901308e-01
-2.107653731173265488e+00,3.714822491771047619e-01
-2.314303394629545263e+00,1.826088507936975969e-01
-1.922450884835749774e+00,4.092711761786939073e-01
-1.414072225173754749e+00,-5.749250559123049165e-01
-2.563322712340805776e+00,2.759745022398376602e-01
-2.419391219804977400e+00,3.035039377026280683e-01
-1.944017048877734410e+00,1.874152220460124363e-01
-1.525663631313869839e+00,-3.750208481918241299e-01
-1.764045935526979747e+00,7.851918642935673542e-02
-1.901629075288229442e+00,1.158767482479656219e-01
-1.389666133319413799e+00,-2.828867091722688243e-01
